rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
349,222640,9/12/2010 12:39,Complete,,,84.111.116.36,34.75,31.5,Israel,,,,,,,FY101069,,I agree to participate,FY101069,,3216,,,end,,,nonphoto,senate majority leader,"President, France",Secretary of Homeland Security ,,,,,"president, germany",minority leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,3,5,1,5,,Very liberal,,NY Times,,,,,,,,,,,,,,,,,,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Salon,0,A little,2,5,Democrat,,,,,90,20,80,90,90,90,90,open,,,Germany,heart disease,Deny aid to known illegal immigrants,,Can  ask anyone they suspect of being an illegal immigrant for their papers,,Bill Clinton,"Replaces private health insurance with a ""single payer system""",Replaces Medicare with a “public option”,,,,,,,,,35,5,15,Branch B,,,,Increased,Decreased,Increased,Increased,7,9,2,5,5,Democrats,,9,0,5,3,4,4,4,3,3,3,5
350,222703,9/12/2010 14:00,Complete,,,71.135.40.206,-121.8569,37.3073,United States,San Jose,CA,,,,,FY101790,,I agree to participate,FY101790,,31,,,end,,,photo,,,,Businessman,Court system,French President,,,,Businessman,German Chancellor,,,,,percent,,,,,5,,,,,5,,1,7,4,5,2,4,,Slightly liberal,,NY Times,,, Other ,LA Times; San Fran Chronicle,,,,,,,,,,,,,,,,,,,,Huffington Post,,,,,0,Not at all,5,5,Independent,,,,Closer to Democratic Party,70,0,10,70,70,100,90,open,,,Russia,Heart attacks,Question any person whom they suspect to be an illegal immigrant for their papers,9,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,,,0,0,3,0,10,0,8,0,33%,5%,30%,Branch A,Decreased,Decreased,Increased,,,,,10,0,0,10,6,Other,Green Party or Independents (any party but the 2 dominant ones),6,0,3,5,6,3,2,5,3,1,7
351,222714,9/12/2010 14:04,Complete,,,71.195.16.154,-93.1229,44.9664,United States,Saint Paul,MN,55103,,,,FY101482,,I agree to participate,FY101482,,9,,,start,7,5,nonphoto,Senate Majority Leader,President of France,Director of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,percent,,,8,,,,,,10,,,5,7,2,6,2,6,,Moderate,,NY Times,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,6,6,Independent,,,,Closer to Democratic Party,85,30,65,85,85,85,45,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,,,0,2,8,3,1,0,7,5,40%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,10,5,8,Don't Know,,,,3,2,7,5,2,4,2,4,6
352,222763,9/12/2010 15:25,Complete,,,69.242.1.147,-74.1075,40.3965,United States,Middletown,NJ,7748,,,,FY101783,,I agree to participate,FY101783,,25,,,end,,,nonphoto,Senator - Majority leader,don't know,Homeland security secretary,,,,,,,,,Chancellor of Germany,,Chairman of the Republican National Committee,,percent,,,0,0,0,0,,0,0,0,0,1,6,2,6,2,5,,Liberal,,,,, Other ,Asbury Park Press but mostly TV,,,,NBC,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A little,1,3,Democrat,,,Strong,,95,20,80,80,95,95,95,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Couldn’t Say,,Don't Know,,,0,0,5,0,4,2,6,4,25%,1%,10%,Branch A,Increased,Decreased,Increased,,,,,3,10,10,9,10,Democrats,,10,0,4,4,2,3,5,2,2,2,7
353,222767,9/12/2010 15:32,Complete,,,208.127.246.68,-122.1424,37.4225,United States,Palo Alto,CA,,,,,FY101350,,I agree to participate,FY101350,,40,,,end,,,nonphoto,Senate Majority Leader,French President,Homeland Security,,,,,German Executive branch head (chancellor?),Senate Minorty Leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,6,6,1,2,2,6,,Slightly conservative,,,,, Other ,"Mercury News, LA Times",CBS,Fox,,,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,6,A moderate amount,0,8,Other,Libertarian,,,,40,60,30,50,45,60,10,closed,[Erstwhile] Soviet Union,Don't Know,,,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,20%,10%,5%,Branch A,Decreased,Decreased,Increased,,,,,9,10,6,10,6,Republicans,,0,10,3,6,3,3,2,3,3,3,5
354,222813,9/12/2010 17:15,Complete,,,67.224.183.193,-66.488,18.4259,Puerto Rico,Manati,0,,,,,FY101815,,I agree to participate,FY101815,,52,,,start,9,2,photo,,,,Senator,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,1,7,4,5,1,3,,Slightly liberal,,,,, Other ,El Nuevo Día,,,,,,,,,,,, Others ,, HLN,,,,,,,,,,,0,A moderate amount,0,2,Democrat,,,Not very strong,,70,15,85,60,100,100,60,closed,Poland,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,8,1,9,1,0,9,8,5,25%,50%,75%,Branch A,Remained the Same,Decreased,Increased,,,,,4,0,0,1,5,Don't Know,,,,6,7,6,3,2,6,4,7,1
355,222834,9/12/2010 17:07,Complete,,,141.227.1.2,2.2564,48.897,France,Courbevoie,A8,,,,,FY101814,,I agree to participate,FY101814,,18,,,start,5,5,nonphoto,,president of France,general atttorney,,,,,Prime Minister of Germany,,,,,,Don't Know,,percent,,,0,0,0,0,,0,0,0,0,1,7,1,I haven't thought much about this,1,7,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,Independent,,,,Equally close to both,20,50,50,70,70,60,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Couldn’t Say,,George H. Bush,,,0,5,8,0,5,1,9,0,25%,5%,25%,Branch B,,,,Increased,Decreased,Remained the Same,Increased,6,0,0,0,0,Don't Know,,,,3,5,4,6,2,2,6,2,6
388,224489,9/13/2010 20:30,Complete,,,98.164.232.145,-117.6643,33.4551,United States,Capistrano Beach,CA,92624,,,,FY101627,,I agree to participate,FY101627,,48,,,start,10,,photo,,,,Senator - Majority Whip,,Asst. to the President,,,,,,,Chancellor of Germany,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,1,7,1,6,,Liberal,,,,, Other ,LA Times,,,PBS,,,,,,MSNBC,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,,10,Democrat,,,Strong,,85,0,85,70,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,9,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,25%,15%,40%,Branch A,Increased,Decreased,Increased,,,,,10,10,10,10,2,Democrats,,,,2,6,1,2,1,1,4,4,4
387,224424,9/13/2010 19:02,Complete,,,189.159.149.86,-100.2119,21.2108,Mexico,Victoria,11,,,,,FY101091,,I agree to participate,FY101091,,66,,,start, dk,1,nonphoto,,Head of State in France,National Security Officer,,,,,Germany's Head of State,,,,,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,2,5,3,4,3,4,,Slightly liberal,,NY Times,,, Other ,The Economist,,,,,,,,,,,,,CNN,,,,,,,,,,,,2,,4,6,Democrat,,,Strong,,50,50,60,60,60,50,50,closed,Germany,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,Couldn't say,Couldn't say,,,,,,,,,20%,13%,0.40%,Branch B,,,,Increased,Decreased,Increased,Don't Know,9,0,7,9,10,Democrats,,,,2,4,3,2,2,3,5,2,7
386,224423,9/13/2010 18:40,Complete,,,10.108.32.106,,,,,,,,,,FY101158,,I agree to participate,FY101158,,36,,,start,5,0,photo,,,,Senator,Governor,President,,,,Congressman,Prime Minister,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,5,5,2,4,2,4,,Slightly liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A lot,1,4,Democrat,,,Not very strong,,50,40,60,70,85,85,40,closed,Couldn't say,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Don't Know,Couldn't say,Couldn't say,,,,,,,,,22%,18%,22%,Branch B,,,,Increased,Increased,Increased,Increased,3,0,0,0,5,Republicans,,,,3,6,3,4,4,2,2,3,6
356,223019,9/12/2010 18:56,Complete,,,174.25.162.7,-97,38,United States,,,,,,,FY101343,,I agree to participate,FY101343,,17,,,end,,,photo,,,,Senator,Secratery of Labor,Representative,,,,,,,Former President of Chile,,Don't Know,percent,,,,,5,,,,,5,,2,7,3,2,1,7,,Slightly conservative,,,,USA Today, Other ,Oregonian,CBS,,PBS,NBC,,ABC,,,,,,,,,NPR,,,,,,,,,,6,A lot,4,7,Republican,,Not very strong,,,50,70,40,50,50,100,20,open,,,UNITED STATES,Heart Attack,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,George H. Bush,,,0,0,7,0,0,0,0,5,25%,7%,12%,Branch A,Decreased,Remained the Same,Remained the Same,,,,,9,10,5,0,7,Republicans,,5,4,3,5,3,3,5,2,3,4,5
358,223037,9/12/2010 19:20,Complete,,,76.254.16.240,-122.2193,37.795,United States,Oakland,CA,,,,,FY101315,,I agree to participate,FY101315,,56,,,end,,,nonphoto,"nv senator, majority leader",prime minister/president? of france,Head of dept of homeland security,,,,,german chancellor,"republican senator, minority leader",,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,2,7,1,5,,Very liberal,,NY Times,,, Other ,sf chronicle,,,,,,,,,,,,,,,NPR,,,,,,,,Other,salon,0,Not at all,2,2,Democrat,,,Strong,,85,15,70,85,85,85,70,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,35%,1%,5%,Branch A,Don't Know,Decreased,Increased,,,,,6,10,10,10,10,Democrats,,10,0,4,4,5,2,2,1,1,1,7
359,223096,9/12/2010 20:59,Complete,,,98.204.27.113,-77.02,38.952,United States,Washington,DC,20011,,,,FY101127,,I agree to participate,FY101127,,91,,,end,,,nonphoto,Senate Majority Leader,President of France,Secretary of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,percent,,,10,0,0,0,,0,10,0,0,5,6,2,5,3,6,,Moderate,Wall Street Journal,NY Times,Washington Post,,,,,,,,,,,,,,,,CNN,,NPR,,,,,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A great deal,7,7,Independent,,,,Closer to Democratic Party,60,20,30,80,60,75,40,open,,,Russia,Heart Disease,Question any person whom they suspect to be an illegal immigrant for their papers,10,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,7,0,8,7,5,0,7,3,25%,15%,30%,Branch A,Increased,Remained the Same,Increased,,,,,8,10,1,5,7,Don't Know,,8,5,2,5,5,3,5,3,1,3,5
360,223100,9/12/2010 21:04,Complete,,,98.210.75.199,-122.0486,37.8983,United States,Walnut Creek,CA,,,,,FY101689,,I agree to participate,FY101689,,24,,,end,,,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,3,7,3,5,,Slightly liberal,,NY Times,,, Other ,Contra Costa Times,CBS,,PBS,NBC,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A lot,4,5,Democrat,,,Strong,,70,40,80,80,70,65,65,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George H. Bush,Couldn't say,Couldn't say,,,,,,,,,17%,5%,10%,Branch A,Increased,Decreased,Increased,,,,,9,10,10,10,9,Democrats,,10,0,5,4,3,2,2,1,1,1,7
361,223113,9/12/2010 21:28,Complete,,,24.7.52.159,-122.0946,37.3042,United States,Cupertino,CA,95014,,,,FY101337,,I agree to participate,FY101337,,15,,,start,8,2,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,,,,0,,,10,,,2,7,2,7,1,5,,Slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A little,1,5,Democrat,,,Strong,,70,0,70,60,70,50,50,open,,,Russia,heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,George W. Bush,,,5,0,5,0,0,0,10,5,40%,20%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,0,0,0,Other,It depends on the current economic situation.,,,2,3,4,2,3,1,4,2,6
362,223150,9/12/2010 22:13,Complete,,,108.14.184.63,-97,38,United States,,,,,,,FY101721,,I agree to participate,FY101721,,49,,,end,,,photo,,,,Speaker of the House,,President of France,,,,Senator,Supreme Court Justice,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,3,5,2,3,,Liberal,,NY Times,,,,,,,,,,,,,,,BBC, Others ,,Daily Show,NPR,,,,,,,,Other,NYT.com,1,A moderate amount,1,2,Democrat,,,Strong,,50,20,70,50,50,85,65,open,,,Russia,breast cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Jimmy Carter,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,30%,15%,36%,Branch A,Increased,Decreased,Increased,,,,,3,9,4,1,0,Democrats,,8,0,3,5,3,4,2,6,3,5,4
374,223445,9/13/2010 9:13,Complete,,,209.190.231.3,-77.0386,38.9213,United States,Washington,DC,20009,,,,FY101753,,I agree to participate,FY101753,,108,,,end,,,photo,,,,Congressman,Congresswoman,President,,,,Senator,Chancellor,,,,,percent,,,0,2,5,5,,0,9,0,1,1,6,3,7,4,5,,Very liberal,,NY Times,Washington Post,,,,,,,,,,,,,,,,,,NPR,,,,,,,,Other,Slate,1,A moderate amount,5,2,Democrat,,,Strong,,85,15,60,85,85,85,70,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,0,4,6,2,0,0,7,6,35%,5%,30%,Branch A,Don't Know,Decreased,Increased,,,,,8,10,8,0,10,Democrats,,7,0,3,6,4,5,3,2,2,2,6
375,223581,9/13/2010 11:05,Complete,,,24.130.99.12,-122.7041,38.3433,United States,Rohnert Park,CA,94928,,,,FY101302,,I agree to participate,FY101302,,37,,,start, dk,0,nonphoto,,,,,,,,,,,,High Representative of the (European) Union for Foreign Affairs and Security Policy,,Chairman of the Republican National Committee,,percent,,,5,5,5,5,,5,5,5,5,2,7,7,7,2,5,,Liberal,,,,, Other ,The Economist,,,,,,,,,,,,,,,,,,,,,,,,,0,A moderate amount,0,5,Independent,,,,Closer to Democratic Party,50,40,60,50,50,50,50,closed,Couldn't say,Don't Know,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,5,5,5,5,5,5,5,5,25%,15%,8%,Branch A,Don't Know,Don't Know,Don't Know,,,,,0,5,0,0,2,Don't Know,,,,2,5,6,4,4,3,4,4,5
376,223657,9/13/2010 12:12,Complete,,,83.202.53.81,2.3333,48.8667,France,Paris,A8,,,,,FY101184,,I agree to participate,FY101184,,57,,,start,6,1,photo,,,,Columnist,Supreme court nominee,President of French Republic,,,,Columnist,"Chancellor, German Republic",,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,2,7,1,6,2,7,,Moderate,,NY Times,,, Other ,The Economist; Les Echos,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A lot,5,6,Other,"conservative on economic issues, but solid defender of bill of rights",,,,50,40,30,70,70,70,60,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Deny aid to known illegal immigrants,2,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,15%,35%,Branch B,,,,Increased,Decreased,Increased,Increased,7,5,0,8,5,Republicans,,,,1,6,6,4,4,2,1,3,6
377,223659,9/13/2010 12:06,Complete,,,70.104.118.226,-88.0653,38.3837,United States,Albion,IL,62806,,,,FY101372,,I agree to participate,FY101372,,25,,,end,,,photo,,,,"Harry Reed, House Speaker?",No idea.,"Sarkozy, PM of France",,,,No idea,"Angela Merkel, German Chancellor",,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,4,7,1,5,,Liberal,,,,, Other ,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,7,6,Democrat,,,Strong,,90,20,75,90,90,90,90,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,30%,15%,30%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,1,10,10,Democrats,,8,0,5,3,5,5,5,2,1,3,7
378,223760,9/13/2010 12:46,Complete,,,171.64.39.27,-122.172,37.4178,United States,Stanford,CA,94305,,,,,,I agree to participate,,,6,,,start,,,nonphoto,,,,,,,,,,,,,,,,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,Branch B,,,,,,,,,,,,,,,,,,,,,,,,,
379,223848,9/13/2010 14:01,Complete,,,64.174.181.40,-117.8878,34.0852,United States,Covina,CA,91723,,,,FY101676,,I agree to participate,FY101676,,25,,,end,,,nonphoto,speaker of the house,President of France,Head of homeland security,,,,,chancellor of Germany,republican senator,,,,,,,percent,,,3,,,,,,9,,,2,6,2,7,2,6,,Moderate,Wall Street Journal,,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A little,1,7,Other,libertarian,,,,50,50,50,50,50,50,50,open,,,france,cancer,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,,,,,,,,,40%,10%,2%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,1,3,0,0,0,Republicans,,2,5,1,6,7,5,4,3,3,3,6
380,223883,9/13/2010 14:37,Complete,,,184.77.233.106,-122.1873,47.6727,United States,Kirkland,WA,98033,,,,FY101543,,I agree to participate,FY101543,,40,,,end,,,photo,,,,US House Speaker,Director of Homeland Security,French Prime Minister,,,,US Senator,German Chancellor,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,6,2,6,2,6,,Slightly liberal,,,,, Other ,Economist,,,,,,,,,,,,,CNN,,NPR,,,,,,,,,,0,Not at all,1,7,Independent,,,,Closer to Democratic Party,85,15,40,70,85,70,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,24%,7%,4%,Branch B,,,,Increased,Decreased,Increased,Increased,3,10,0,0,3,Don't Know,,6,0,4,3,5,2,3,3,2,5,4
381,224045,9/13/2010 16:16,Complete,,,71.108.9.187,-118.1617,33.7976,United States,Long Beach,CA,,,,,FY101273,,I agree to participate,FY101273,,66,,,start,7,0,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,6,7,1,6,1,5,,Liberal,,,,, Other ,LA Times,CBS,,,NBC,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,3,7,Democrat,,,Strong,,80,50,80,100,100,100,50,closed,Germany,Lung Cancer,,,Deny aid to known illegal immigrants,4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,4,Don't Know,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,30%,15%,15%,Branch A,Remained the Same,Increased,Increased,,,,,2,10,2,0,5,Don't Know,,,,3,5,7,5,3,2,1,2,6
