rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,obama,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience,sex,year.born,educ.s,income,religion,religion2,rel.freq,hispanic,white,black,native,asian,pacific,other.race,other.race2
134,254963,9/30/2010 14:29,Complete,,,171.64.152.86,-122.172,37.4178,United States,Stanford,CA,94305,srep0167,,I agree to participate,srep0167,,11,,,start,7,1,nonphoto,Majority Leader,Economics Czar,,,,,,,,,,Don't Know,,Don't Know,,regular,Arne Duncan,Ken Salazar,,,,,,,,,2,7,1,5,1,7,Liberal,,NY Times,,,,,CBS,Fox,PBS,NBC,,ABC,,,,,BBC,,CNN,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,2,7,Democrat,,,Not very strong,,85,30,85,70,85,85,85,closed,[Erstwhile] Soviet Union,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Cuts benefits to existing Medicare patients,,,,,,,,,20%,1%,5%,Branch A,Increased,Remained the Same,Increased,Increased,,,,,6,6,6,2,5,Don't Know,,,,3,4,5,3,2,5,3,3,6,Female,1975,"Bachelor's Degree, such as B.A., B.S., or A.B.",125000,Don’t belong to religious denomination,,Never,No,White,,,,,,
135,255262,9/30/2010 16:48,Complete,,,64.9.242.193,-122.0881,37.3845,United States,Mountain View,CA,94040,srep0194,,I agree to participate,srep0194,,130,,,end,,,photo,,,,Senate Majority Leader,Secretary of DHS,Chief of Staff,,,,don't know,don't know,,,,,percent,,,2,0,3,3,1,9,2,1,1,6,2,6,2,4,Very liberal,,NY Times,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,Huffington Post,,,,,0,A little,7,3,Democrat,,,Strong,,85,10,70,80,80,85,70,open,,,U.S.S.R.,cancer,Increased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,7,0,0,0,8,6,30%,2%,8%,Branch A,Increased,Decreased,Increased,Remained the Same,,,,,9,10,9,8,7,Democrats,,10,0,2,6,3,4,2,2,2,3,6,Female,1977,"Doctorate Degree, such as Ph.D., Ed.D.",60000,Protestant,,A few times a year,No,White,,,,,,
136,255367,9/30/2010 17:20,Complete,,,171.66.79.210,-122.172,37.4178,United States,Stanford,CA,94305,srep0325,,I agree to participate,srep0325,,16,,,start,10,0,nonphoto,Nevada US Senator,French President,Homeland Security Head,,,,,,,,,Chancellor of Germany,,Senate Minority Leader,,regular,Don't Know,Stephen Breyer,,,,,,,,,3,6,3,5,2,5,Liberal,,,,, Other ,CNN online,CBS,,,,,,,,,,,,CNN,,NPR,,, Others ,KCBS,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A lot,3,2,Democrat,,,Strong,,60,15,70,70,60,70,50,open,,,Russia,Heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,15%,5%,20%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,5,10,7,10,5,Democrats,,,,5,6,4,3,3,3,2,3,4,Female,1953,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",,Don’t belong to religious denomination,,A few times a year,No,White,,,,,,
139,256511,10/1/2010 11:56,Complete,,,171.65.85.68,-122.172,37.4178,United States,Stanford,CA,94305,srep0295,,I agree to participate,srep0295,,85,,,start,7,2,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,3,7,2,4,1,5,Slightly liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,2,6,Democrat,,,Strong,,100,85,85,100,100,100,85,open,,,Germany,heart disease,Remained about the same,,Can escort illegal immigrants back across the border,2,George W. Bush,Couldn't say,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,40%,20%,5%,Branch B,,,,,Increased,Decreased,Increased,Increased,4,10,0,2,6,Democrats,,,,4,6,4,3,4,2,2,2,6,Female,1970,"Bachelor's Degree, such as B.A., B.S., or A.B.",,Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
141,257099,10/1/2010 15:57,Complete,,,171.67.220.32,-122.172,37.4178,United States,Stanford,CA,94305,srep0189,,I agree to participate,srep0189,,34,,,start,4,4,photo,,,,,,,,,,,,,Chancellor of Germany,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,4,6,2,3,1,7,Liberal,,,,,,,CBS,Fox,,NBC,,ABC,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A little,1,2,Democrat,,,Strong,,,,,,,,,open,,,Germany,Heart disease,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,"Replaces private health insurance with a ""single payer system""",Limits future increases in payments to Medicare providers,,,,,,,,,30%,20%,25%,Branch A,Decreased,Remained the Same,Increased,Remained the Same,,,,,2,6,2,5,7,Democrats,,,,2,4,4,3,2,4,2,4,6,Female,1977,"Bachelor's Degree, such as B.A., B.S., or A.B.","$200,000 ",Catholic,,Less often than a few times a year,No,White,,,,,,
142,257396,10/1/2010 17:35,Complete,,,171.64.246.247,-122.172,37.4178,United States,Stanford,CA,94305,srep0187,,I agree to participate,srep0187,,52,,,start,9,7,photo,,,,Senate Majority Leader,Education secretary(maybe),French president,,,,Senator(maybe),German Chancellor,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,2,5,2,5,2,7,Moderate,,,,, Other ,San Jose Mercury news,,,,NBC,,,,,,,,,,,NPR,,Michael Savage, Others ,740AM,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Yahoo News,1,A moderate amount,3,4,Independent,,,,Closer to Democratic Party,70,40,70,70,70,100,40,open,,,Russia,Heart Attack,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Cuts benefits to existing Medicare patients,,,,,,,,,30%,40%,25%,Branch B,,,,,Increased,Decreased,Increased,Increased,8,10,10,10,8,Other,depends on President and Wars,,,3,6,7,3,2,6,6,4,4,Male,1970,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",100000,Other,Hindu,A few times a year,No,,,,Asian,,,
143,257488,10/1/2010 18:55,Complete,,,171.64.194.155,-122.172,37.4178,United States,Stanford,CA,94305,srep0291,,I agree to participate,srep0291,,17,,,start,8,0,nonphoto,senator,president of France,Homeland Security sect'y,,,,,german chancellor,???,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,7,2,5,3,5,Liberal,Wall Street Journal,,,, Other ,San Mateo Times,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A great deal,3,6,Democrat,,,Strong,,60,40,40,60,60,85,40,open,,,Russia,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,,,,,,,,,35%,1%,5%,Branch B,,,,,Increased,Increased,Increased,Increased,5,10,0,9,10,Don't Know,,,,2,6,3,3,2,3,4,4,6,Female,1957,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","$125,000 ",Catholic,,Once a week,No,White,,,,,,
146,258151,10/2/2010 14:53,Complete,,,24.6.101.111,-121.8643,37.3721,United States,San Jose,CA,95133,srep0113,,I agree to participate,srep0113,,54,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,1,7,1,6,3,7,Conservative,,,,, Other ,Internet,,Fox,,,,,,Fox News,,,,,,,,,,,,,,,Other,YahooNews,0,A lot,1,8,Republican,,,,,85,70,30,100,70,85,15,open,,,Europe,Breast Cancer,Decreased,,Can impound vehicles of illegal immigrants,,Ronald Reagan,Couldn't say,Cuts benefits to existing Medicare patients,,,,,,,,,5,10,60,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,5,1,5,Republicans,,5,8,2,7,6,4,5,7,4,4,5,Female,1953,Associate Degree from an Academic Program,"30,000.00",Protestant,,A few times a year,No,White,,,,,,
147,258392,10/3/2010 0:35,Complete,,,98.234.148.175,-122.4209,37.7957,United States,San Francisco,CA,94109,srep0318,,I agree to participate,srep0318,,41,,,start,5,0,photo,,,,"Senator from Nevada, majority leader in Senate",,President Obama's Chief of Staff until this week ,,,,Speaker of the House,,,Chancellor of Germany,,,percent,,,2,0,0,0,0,0,0,0,1,7,5,4,4,4,Liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,0,8,Other,Apolitical,,,,40,0,15,40,40,60,60,closed,[Erstwhile] Soviet Union,Don't Know,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Bill Clinton,,,0,0,5,5,5,0,5,5,27%,3%,10%,Branch B,,,,,Increased,Decreased,Increased,Increased,7,0,0,0,0,Other,neither,,,2,7,4,2,2,2,2,3,6,Male,1974,"Bachelor's Degree, such as B.A., B.S., or A.B.","$10,500 ",Don’t belong to religious denomination,,Never,No,White,,,,,,
148,258923,10/4/2010 1:00,Complete,,,71.202.20.197,-122.1781,37.459,United States,Menlo Park,CA,,srep0378,,I agree to participate,srep0378,,74,,,start,0,5,photo,,,,,,,,,,,,,Don't Know,,Governor of Mississippi,percent,,,,,5,,,,5,,7,7,1,1,1,7,Moderate,,,,,,,CBS,Fox,,NBC,,ABC,,,,,,,,,,,,,,,,,,,1,A moderate amount,2,7,Independent,,,,Closer to Republican Party,50,50,50,50,50,50,50,closed,Couldn't say,Breast Cancer,,,Decreased,,Couldn’t Say,,Don't Know,,,5,5,5,10,10,5,5,5,40%,25%,70%,Branch A,Decreased,Decreased,Increased,Increased,,,,,5,5,5,5,5,Republicans,,,,5,6,6,4,1,4,4,4,4,Female,,"Bachelor's Degree, such as B.A., B.S., or A.B.",,Don’t belong to religious denomination,,A few times a year,No,,,,,,,
149,259239,10/4/2010 11:13,Complete,,,171.66.184.20,-122.172,37.4178,United States,Stanford,CA,94305,srep0391,,I agree to participate,srep0391,,46,,,start,4,9,nonphoto,Senate,don't know,Homeland security,,,,,don't know,senator,,,,,,,regular,Robert Gates,John Boehner,,,,,,,,,,7,1,,2,7,Moderate,,,,, Other ,San Jose Mercury News,CBS,Fox,,NBC,,ABC,,Fox News,,,,,CNN,,,,, Others ,N/A,,,,Other,N/A,7,A great deal,7,3,Republican,,Not very strong,,,100,100,100,100,85,100,15,open,,,Japanese,heart disease,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,"Replaces private health insurance with a ""single payer system""",Limits future increases in payments to Medicare providers,,,,,,,,,35%,60%,30%,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,0,0,0,Republicans,,,,3,6,5,3,3,4,2,3,6,Female,1960,Associate Degree from an Academic Program,,Catholic,,A few times a year,No,White,,,,,,
150,259274,10/4/2010 12:00,Complete,,,171.64.149.197,-122.172,37.4178,United States,Stanford,CA,94305,srep0386,,I agree to participate,srep0386,,13,,,start,6,5,nonphoto,Senator,is the 23rd and current President of the French Republic ,is the United States Secretary of Homeland Security ,,,,,is the current Chancellor of Germany,Senator from Kentucky,,,,,,,percent,,,10,,,,,10,,,1,I haven't thought much about this,1,,,,Slightly liberal,,NY Times,,USA Today,,,CBS,Fox,,NBC,,ABC,,Fox News,MSNBC,,BBC,,CNN,,,Rush Limbaugh,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A moderate amount,2,4,Democrat,,,Strong,,,,100,,,100,0,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Bill Clinton,,,5,5,5,5,5,5,5,5,50%,75%,65%,Branch B,,,,,Don't Know,Remained the Same,Decreased,Don't Know,5,0,0,0,5,Democrats,,,,5,7,4,6,2,7,7,7,1,Female,1982,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",,Other,Hindu,A few times a year,No,,,,Asian,,,
151,259280,10/4/2010 11:53,Complete,,,171.64.245.241,-122.172,37.4178,United States,Stanford,CA,94305,srep0229,,I agree to participate,srep0229,,10,,,end,,,photo,,,,,,,,,,,Meg Whitman,,,,Don't Know,regular,Don't Know,Stephen Breyer,,,,,,,,,1,7,3,5,2,4,Moderate,,,,,,,,,,,,,,,,,BBC,,,,NPR,,,,,,,,,,0,Not at all,2,3,Democrat,,,Not very strong,,85,60,70,85,85,85,85,closed,[Erstwhile] Soviet Union,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,3,Jimmy Carter,Couldn't say,Replaces Medicare with a “public option”,,,,,,,,,15%,15%,10%,Branch B,,,,,Remained the Same,Decreased,Increased,Increased,6,10,3,5,5,Don't Know,,10,0,4,6,7,5,5,5,3,5,5,Female,1953,Some College But No Degree,70000,Don’t belong to religious denomination,,Never,No,White,,,,,,
152,259398,10/4/2010 14:08,Complete,,,171.65.44.235,-122.172,37.4178,United States,Stanford,CA,94305,srep0227,,I agree to participate,srep0227,,30,,,end,,,photo,,,,Senate Majority Leader,,President of France,,,,House minority leader,President of Germany,,,,,percent,,,8,,2,,0,8,0,0,2,7,3,4,2,5,Liberal,Wall Street Journal,NY Times,,,,,CBS,,,,,ABC,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,TPM.com,0,A moderate amount,7,2,Democrat,,,Strong,,70,15,70,85,70,85,40,open,,,Russia,cardiovascular disease,Remained about the same,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,8,0,0,0,0,0,15%,1%,10%,Branch A,Increased,Decreased,Increased,Increased,,,,,8,10,5,10,5,Democrats,,10,0,2,5,4,1,1,3,2,3,2,Female,1962,"Bachelor's Degree, such as B.A., B.S., or A.B.",125000,Protestant,,Once a week,No,White,,,,,,
153,259429,10/4/2010 14:50,Complete,,,171.66.249.157,-122.172,37.4178,United States,Stanford,CA,94305,srep0210,,I agree to participate,srep0210,,6,,,start,4,6,nonphoto,Majority leader,President of France,Secretary of Homeland Security,,,,,,,,,Chancellor of Germany,,Don't Know,,percent,,,0,0,0,0,0,0,0,0,4,6,1,4,3,5,Moderate,,,,,,,,,,,,ABC,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A little,0,5,Independent,,,,Closer to Democratic Party,50,50,50,50,50,50,40,closed,United States,Heart Disease,,,Don’t Know,,Can escort illegal immigrants back across the border,4,Bill Clinton,,,2,2,2,2,2,2,2,2,32%,15%,10%,Branch A,Increased,Decreased,Increased,Increased,,,,,4,5,0,0,0,Don't Know,,,,4,4,6,5,4,4,4,4,4,Female,1979,Associate Degree from an Academic Program,177000,Don’t belong to religious denomination,,Less often than a few times a year,No,White,,,,,,
154,259447,10/4/2010 15:39,Complete,,,75.25.122.150,-122.0188,37.3887,United States,Sunnyvale,CA,94085,srep0365,,I agree to participate,srep0365,,50,,,end,,,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,0,0,0,0,4,7,3,3,1,5,Slightly liberal,,,,, Other ,Not specific ,,,,,Other,,None,,,,, Others ,,None,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,1,1,Democrat,,,Not very strong,,85,30,100,85,85,85,40,open,,,Russia,Heart disease,Decreased,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Ronald Reagan,,,5,7,7,1,0,0,0,7,26%,5%,40%,Branch B,,,,,Increased,Decreased,Increased,Increased,3,0,0,1,1,Democrats,,7,2,4,5,6,4,4,4,4,5,3,Female,1970,"Bachelor's Degree, such as B.A., B.S., or A.B.","65,000",Other,Universal beliefs,Once or twice a month,No,White,,,,,,
196,261115,10/5/2010 22:10,Complete,,,171.64.194.126,-122.172,37.4178,United States,Stanford,CA,94305,srep0358,,I agree to participate,srep0358,,22,,,end,,,nonphoto,senate majority leader,French president,member of congress,,,,,German chancellor,senator ,,,,,,,percent,,,2,0,1,1,1,5,1,1,1,7,4,7,2,4,Liberal,,NY Times,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,Huffington Post,,,,,2,A lot,4,3,Democrat,,,Not very strong,,75,75,80,80,80,85,75,open,,,Soviet Union,heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,,,0,0,5,0,3,0,2,5,30%,1%,5%,Branch B,,,,,Increased,Decreased,Increased,Remained the Same,6,10,2,5,3,Democrats,,7,0,4,3,4,4,5,1,1,7,7,Male,1967,"Bachelor's Degree, such as B.A., B.S., or A.B.",75000,Jewish,,Once or twice a month,No,White,,,,,,
195,261099,10/5/2010 22:03,Complete,,,75.36.148.65,-122.0658,37.5963,United States,Union City,CA,94587,srep0159,,I agree to participate,srep0159,,55,,,end,,,nonphoto,senator,President,something with TSA,,,,,"president, Germany",congressional representative,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,1,7,2,2,6,2,Liberal,,NY Times,,, Other ,Chronicles of Hogher Education,CBS,,PBS,,Other,,BBC,,,,,,,,NPR,,,,,,,,,,7,A moderate amount,5,3,Democrat,,,Strong,,100,60,90,100,100,100,80,closed,[Erstwhile] Soviet Union,Heart Disease,,,Increased,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Couldn't say,,,,,,,,,12%,28%,5%,Branch A,Increased,Decreased,Increased,Increased,,,,,7,10,8,9,9,Democrats,,10,0,3,6,3,3,4,1,1,2,7,Female,1951,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work","approximately? 280,000",Other,Hindu,Never,No,,,,,,Other,South Asian American
194,261066,10/5/2010 20:46,Complete,,,171.65.77.32,-122.172,37.4178,United States,Stanford,CA,94305,srep0230,,I agree to participate,srep0230,,36,,,start,8,1,photo,,,,,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,0,0,0,0,1,7,4,4,2,4,Liberal,,NY Times,,,,,,,,,,,,,MSNBC,,,,,,NPR,,,,,,,,,,1,A great deal,6,4,Democrat,,,Not very strong,,70,30,65,70,70,70,70,open,,,Rushia,cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,5,0,5,0,5,0,5,0,40%,1%,20%,Branch B,,,,,Don't Know,Decreased,Increased,Don't Know,5,10,5,8,7,Don't Know,,,,2,6,4,3,2,3,2,3,6,Female,1977,"Doctorate Degree, such as Ph.D., Ed.D.","35,000",Don’t belong to religious denomination,,A few times a year,Yes,White,,,,,,
193,261038,10/5/2010 19:42,Complete,,,171.65.164.34,-122.172,37.4178,United States,Stanford,CA,94305,srep0292,,I agree to participate,srep0292,,8,,,end,,,nonphoto,press secretary,treasury,homeland security,,,,,,,,,Prime Minister of Austria,,Don't Know,,regular,Robert Gates,Stephen Breyer,,,,,,,,,7,7,1,7,2,6,Moderate,Wall Street Journal,NY Times,,,,,,,,NBC,,,,,,,,,,,,,, Others ,KGO,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A little,3,7,Democrat,,,Not very strong,,60,40,70,70,60,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,12%,15%,30%,Branch A,Decreased,Decreased,Increased,Increased,,,,,6,10,0,10,5,Don't Know,,3,5,3,6,7,4,2,7,1,4,6,Female,1954,"Master's Degree, such as M.A., M.S., Masters in Engineering, Masters in Education, or Masters in Social Work",">250,000",Don’t belong to religious denomination,,Never,No,White,,,,,,
192,260980,10/5/2010 17:51,Complete,,,171.67.146.126,-122.172,37.4178,United States,Stanford,CA,94305,srep0352,,I agree to participate,srep0352,,39,,,start,4,9,nonphoto,Senate Majority Leader,President of France,Homeland Security Secretary,,,,,Chancellor of Germany,Not sure.  Senator or U.S. Rep.,,,,,,,percent,,,5,0,0,0,0,5,0,0,5,6,1,2,2,6,Moderate,Wall Street Journal,NY Times,,,,,CBS,Fox,,NBC,,ABC,,Fox News,MSNBC,,,,CNN,,,,, Others ,KCBS,,,,,,2,A lot,1,8,Other,Depends on the issue,,,,40,30,15,50,40,70,30,open,,,Germany (Includes detention camp people),Cancer,Remained about the same,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,8,8,8,8,8,8,8,3,34%,10,,Branch A,Decreased,Decreased,Increased,Increased,,,,,5,10,0,0,3,Other,Tea Party Candidates but they won't get any cooperation from the House or Senate,,,5,5,5,5,4,3,3,3,5,Female,1968,"Bachelor's Degree, such as B.A., B.S., or A.B.","175,000",Protestant,,Once or twice a month,No,White,,,,,,
