,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
154,Y,Iraq Mil. Deaths,Opinion Research Corporation,Pew Research Center for the People and the Press,1,06/22-25/07,"(Now I would like to ask you about some things that have been happening in Iraq recently. Not everyone will have heard of them.)...Since the start of military action in Iraq, about how many US (United States) soldiers have been killed overall? To the best of your knowledge, have there been around 1,500, around 2,500, around 3,500, or around 4,500 military deaths in Iraq?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1017&qstn_list=&qstnid=1684749&qa_list=&qstn_id4=1684749&study_list=&lastSearchId=317673098405&archno=&keywordDisplay=,49,0,44,0,7,0,0,0,0,,4,N,N,Y,"1,017",telephone,,,,TBYK,N,Don't know/Refused (7%)
155,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,02/01-13/07,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1502&qstn_list=&qstnid=1679305&qa_list=&qstn_id4=1679305&study_list=&lastSearchId=317673098417&archno=&keywordDisplay=,55,0,40,0,5,0,0,0,0,,4,N,N,Y,"1,502",telephone,,,,TBYK,N,Don't know/Refused (5%)
156,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,12/06-10/06,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 1,000, around 2,000, around 3,000, or around 4,000 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=December 6-10, 2006&sample=1502&qstn_list=&qstnid=1672532&qa_list=&qstn_id4=1672532&study_list=&lastSearchId=317673098422&archno=USPEW2006-12NII&keywordDisplay=",47,0,47,0,6,0,0,0,0,,4,N,N,Y,"1,502",telephone,,,,TBYK,N,Don't know/Refused (6%)
157,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,04/07-16/06,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1,500, around 2,0500, or around 3,500 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 7-16, 2006&sample=1501&qstn_list=&qstnid=1650208&qa_list=&qstn_id4=1650208&study_list=&lastSearchId=317673098426&archno=USPEW2006-04NII&keywordDisplay=",53,0,40,0,7,0,0,0,0,,4,N,N,Y,"1,501",telephone,,,,TBYK,N,Don't know/Refused (7%)
158,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press/Council on Foreign Relations,1,10/12-24/05,"Since the start of military action in Iraq, about how many US (United States) soldiers have been killed? To the best of your knowledge, have there been around 500, around 1000, around 2000, or around 3000 military deaths in Iraq?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press, Council on Foreign Relations&studydate=October 12-24, 2005&sample=2006&qstn_list=&qstnid=1637954&qa_list=&qstn_id4=1637954&study_list=&lastSearchId=317673098433&archno=USPEW2005-APW&keywordDisplay=",48,0,48,0,4,0,0,0,0,,4,N,N,Y,"2,006",telephone,,,,TBYK,N,Don't know/Refused (4%)
159,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,06/08-12/05,"Since the start of military action in Iraq, about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=June 8-12, 2005&sample=1464&qstn_list=&qstnid=1626428&qa_list=&qstn_id4=1626428&study_list=&lastSearchId=317673098439&archno=USPEW2005-06NII&keywordDisplay=",54,0,41,0,5,0,0,0,0,,4,N,N,Y,"1,464",telephone,,,,TBYK,N,Don't know/Refused (5%)
160,Y,Iraq Mil. Deaths,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,04/19/04-05/12/04,"(Next I would like to ask you about some things that have been in the news. Not everyone will have heard about them.)・Since the start of the military action in Iraq last March (2003), about how many U.S. (United States) soldiers have been killed? To the best of your knowledge, has it been under 500, 500 to 1000, 1000 to 2000, or more than 2000? (If Respondent says '500', '1000' or '2000', prompt:) Would you say it is a little over or a little under?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=since AND  the AND  start AND  of AND  military AND  action AND  in AND  iraq&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 19-May 12, 2004&sample=3000&qstn_list=&qstnid=517766&qa_list=&qstn_id4=517766&study_list=&lastSearchId=317673098445&archno=USPEW2004-MEDIA&keywordDisplay=",55,0,38,0,7,0,0,0,0,,4,N,N,Y,"3,000",telephone,,,,TBYK,N,Don't know/Refused (7%)
161,N,Iraq Al Qaeda,"Program on International Policy Attitudes, University of Maryland",Knowledge Networks,1,03/01-06/06,"Which of the following comes closest to your impression of what the Bush administration is currently say the relationship was, just before the war, between the Iraqi government under Saddam Hussein and the terrorist group al-Qaeda?...There was no connection at all, a few al-Qaeda individuals visited Iraq or had contact with Iraqi officials, but Iraq did not give substantial support to al-Qaeda, Iraq gave substantial support to al-Qaeda, but was not involved in the September 11th (2001 terrorist) attacks (on the World Trade Center and the Pentagon), Iraq was directly involved in carrying out the September 11th attacks","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=March 1-6, 2006&sample=851&qstn_list=&qstnid=1658335&qa_list=&qstn_id4=1658335&study_list=&lastSearchId=317673098459&archno=USUMARY2006-03&keywordDisplay=",21,0,75,0,5,0,0,0,0,,4,N,N,N,851,online,,,,N/A,N,No answer (5%)
162,N,Iraq Al Qaeda,"Program on International Policy Attitudes, University of Maryland",Knowledge Networks,1,10/12-18/04,"Which of the following comes closest to your impression of what the Bush administration is currently saying the relationship was, just before the war, between the Iraqi government under Saddam Hussein and the terrorist group al-Qaeda?...There was no connection at all, a few al-Qaeda individuals visited Iraq or had contact with Iraqi officials, but Iraq did not give substantial support to al-Qaeda, Iraq gave substantial support to al-Qaeda, but was not involved in the September 11th (2001) attacks (on the World Trade Center and the Pentagon), Iraq was directly involved in carrying out the September 11th attacks","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=October 12-18, 2004&sample=968&qstn_list=&qstnid=1617081&qa_list=&qstn_id4=1617081&study_list=&lastSearchId=317673098459&archno=USUMARY2004-10&keywordDisplay=",23,0,71,0,7,0,0,0,0,,4,N,N,N,968,online,,,,N/A,N,No answer (7%)
163,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/30/04-10/02/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=01-JAN-34&sample=1144&qstn_list=&qstnid=1606985&qa_list=&qstn_id4=1606985&study_list=&lastSearchId=317673098503&archno=&keywordDisplay=,51,0,36,0,13,0,0,0,0,,2,N,N,Y,"1,144",telephone,,,,DYT,N,
164,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/02-03/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=September 2-3, 2004&sample=1188&qstn_list=&qstnid=1605063&qa_list=&qstn_id4=1605063&study_list=&lastSearchId=317673098515&archno=USPSRA2004-NW13&keywordDisplay=",44,0,42,0,14,0,0,0,0,,2,N,N,Y,"1,188",telephone,,,,DYT,N,
165,N,Iraq Al Qaeda,"Program on International Policy Attitudes, University of Maryland",Knowledge Networks,1,08/05-11/04,"Which of the following comes closest to your impression of what the Bush administration is currently saying the relationship was, just before the war, between the Iraqi government under Saddam Hussein and the terrorist group al-Qaeda?...There was no connection at all. A few al-Qaeda individuals visited Iraq or had contact with Iraqi officials, but Iraq did not give substantial support to al-Qaeda. Iraq gave substantial support to al-Qaeda, but was not involved in the September 11th (2001 terrorist) attacks (on the World Trade Center and the Pentagon). Iraq was directly involved in carrying out the September 11th attacks.","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=August 5-11, 2004&sample=733&qstn_list=&qstnid=1625654&qa_list=&qstn_id4=1625654&study_list=&lastSearchId=317673098520&archno=USUMARY2004-08&keywordDisplay=",27,0,64,0,9,0,0,0,0,,4,N,N,N,733,online,,,,N/A,N,No answer (9%)
166,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,01/29-30/04,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=January 29-30, 2004&sample=1259&qstn_list=&qstnid=510883&qa_list=&qstn_id4=510883&study_list=&lastSearchId=317673098530&archno=USPSRA2004-NW03&keywordDisplay=",39,0,49,0,12,0,0,0,0,,2,N,N,Y,"1,259",telephone,,,,DYT,N,
167,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,09/18-10/03,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks (on the World Trade Center and the Pentagon) of September 11th, 2001, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=September 18-19, 2003&sample=1001&qstn_list=&qstnid=499947&qa_list=&qstn_id4=499947&study_list=&lastSearchId=317673098543&archno=USPSRA2003-NW14&keywordDisplay=",37,0,47,0,16,0,0,0,0,,2,N,N,Y,"1,001",telephone,,,,DYT,N,
168,Y,Iraq Al Qaeda,"Program on International Policy Attitudes, University of Maryland",Knowledge Networks,1,02/01-15/03,"Please select what you think is the best description of the relationship between the Iraqi government and the terrorist group al-Qaeda....There is no connection at all, a few al-Qaeda individuals have visited Iraq or had contact with Iraqi officials, Iraq has given substantial support to al-Qaeda, but was not involved in the September 11th (2001 terrorist) attacks (on the World Trade Center and the Pentagon), Iraq was directly involved in carrying out the September 11th attacks",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=regime AND  in AND  iraq AND  was AND  directly AND  involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  september&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=February 12-18 2003&sample=3163&qstn_list=&qstnid=1708267&qa_list=&qstn_id4=1708267&study_list=&lastSearchId=317673098550&archno=USUMARY2003-02&keywordDisplay=,7,0,85,0,0,0,8,0,0,,4,N,N,Y,"3,163",online,,,,WYT,N,
169,Y,Crime Illegal Imm.,CBS News/New York Times,CBS News/New York Times,0,09/09-13/16,"Compared to American citizens, how likely do you think illegal immigrants are to commit crimes--are illegal immigrants more likely, less likely, or about as likely to commit crimes as American citizens?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  likely AND  do AND  you AND  think AND  illegal AND  immigrants AND  are AND  to AND  commit AND  crimes&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1753&qstn_list=&qstnid=1885013&qa_list=&qstn_id4=1885013&study_list=&lastSearchId=317673102458&archno=&keywordDisplay=,14,0,84,0,2,0,0,0,0,,3,N,N,Y,"1,753",telephone,,,,DYT,N,Don't know/No answer (2%)
